0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,IATA
0.0,0.024390243902439025,0.04878048780487805,0.04878048780487805,0.0975609756097561,0.0975609756097561,0.24390243902439024,0.17073170731707318,0.0,0.0,0.04878048780487805,0.024390243902439025,0.04878048780487805,0.07317073170731707,0.04878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,AAT
0.07246376811594203,0.10144927536231885,0.043478260869565216,0.057971014492753624,0.11594202898550725,0.10144927536231885,0.043478260869565216,0.014492753623188406,0.07246376811594203,0.07246376811594203,0.07246376811594203,0.014492753623188406,0.014492753623188406,0.07246376811594203,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014492753623188406,0.028985507246376812,ACX
0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AEB
0.23529411764705882,0.17647058823529413,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,0.23529411764705882,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,AHJ
0.046296296296296294,0.09259259259259259,0.027777777777777776,0.0,0.018518518518518517,0.07407407407407407,0.10185185185185185,0.12962962962962962,0.06481481481481481,0.09259259259259259,0.1111111111111111,0.09259259259259259,0.009259259259259259,0.018518518518518517,0.06481481481481481,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018518518518518517,AKU
0.025,0.125,0.125,0.075,0.075,0.075,0.1,0.05,0.025,0.075,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.1,AQG
0.0,0.05555555555555555,0.16666666666666666,0.2222222222222222,0.0,0.05555555555555555,0.0,0.0,0.05555555555555555,0.05555555555555555,0.1111111111111111,0.16666666666666666,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,AVA
0.04,0.12,0.16,0.04,0.2,0.2,0.08,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,AXF
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAR
0.05714285714285714,0.08571428571428572,0.04285714285714286,0.04285714285714286,0.11428571428571428,0.04285714285714286,0.1,0.07142857142857142,0.04285714285714286,0.07142857142857142,0.05714285714285714,0.11428571428571428,0.04285714285714286,0.04285714285714286,0.014285714285714285,0.014285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.014285714285714285,0.02857142857142857,BAV
0.09090909090909091,0.06060606060606061,0.0707070707070707,0.06060606060606061,0.050505050505050504,0.09090909090909091,0.08080808080808081,0.16161616161616163,0.1111111111111111,0.04040404040404041,0.050505050505050504,0.020202020202020204,0.030303030303030304,0.030303030303030304,0.010101010101010102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010101010101010102,0.030303030303030304,BFJ
0.020202020202020204,0.050505050505050504,0.010101010101010102,0.04040404040404041,0.0707070707070707,0.18181818181818182,0.1919191919191919,0.10101010101010101,0.1414141414141414,0.030303030303030304,0.020202020202020204,0.010101010101010102,0.020202020202020204,0.04040404040404041,0.030303030303030304,0.020202020202020204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020202020202020204,BHY
0.10869565217391304,0.10869565217391304,0.0,0.0,0.06521739130434782,0.13043478260869565,0.08695652173913043,0.043478260869565216,0.15217391304347827,0.0,0.08695652173913043,0.021739130434782608,0.043478260869565216,0.08695652173913043,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021739130434782608,BPE
0.0,0.125,0.09375,0.09375,0.03125,0.03125,0.09375,0.1875,0.09375,0.0,0.0625,0.0625,0.0625,0.03125,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BPL
0.24,0.44,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,BPX
0.04878048780487805,0.0975609756097561,0.04878048780487805,0.0,0.0975609756097561,0.04878048780487805,0.07317073170731707,0.04878048780487805,0.0975609756097561,0.024390243902439025,0.04878048780487805,0.0,0.07317073170731707,0.0975609756097561,0.07317073170731707,0.04878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.04878048780487805,BSD
0.25,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,BZX
0.04080267558528428,0.05819397993311037,0.06889632107023412,0.06421404682274247,0.05150501672240803,0.05618729096989967,0.05150501672240803,0.04882943143812709,0.05150501672240803,0.05351170568561873,0.06354515050167224,0.0548494983277592,0.06421404682274247,0.06354515050167224,0.056856187290969896,0.05150501672240803,0.0013377926421404682,0.0006688963210702341,0.0006688963210702341,0.0,0.0006688963210702341,0.004013377926421404,0.03745819397993311,0.05551839464882943,CAN
0.1,0.2,0.0,0.0,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CDE
0.034482758620689655,0.05172413793103448,0.017241379310344827,0.08620689655172414,0.06896551724137931,0.06896551724137931,0.08620689655172414,0.08620689655172414,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.08620689655172414,0.06896551724137931,0.13793103448275862,0.034482758620689655,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,0.0,0.017241379310344827,0.05172413793103448,CGD
0.0475799835931091,0.0844954881050041,0.07383100902378999,0.05988515176374077,0.06070549630844955,0.062346185397867106,0.06808859721082855,0.06398687448728466,0.07219031993437244,0.06726825266611977,0.054963084495488104,0.06480721903199343,0.052502050861361775,0.05004101722723544,0.02871205906480722,0.022149302707136997,0.0,0.0,0.0,0.0,0.0,0.0,0.01804757998359311,0.04840032813781788,CGO
0.04529616724738676,0.04529616724738676,0.0313588850174216,0.06097560975609756,0.10278745644599303,0.09233449477351917,0.09407665505226481,0.078397212543554,0.07317073170731707,0.06794425087108014,0.059233449477351915,0.05400696864111498,0.06620209059233449,0.041811846689895474,0.02264808362369338,0.02264808362369338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041811846689895474,CGQ
0.08333333333333333,0.0,0.08333333333333333,0.0,0.25,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.16666666666666666,CHG
