320,HGH,2,3600,290900,2,5,26.6,15.8,1.4,0.4,0.23,0.23,17.6,2.5,0.9,0.9,4.0,8.0,19.6,24.6,0.1011,0.29100000000000004,0.862,1.051
E90,HTN,1,3200,14507,2,5,25.5,9.4,4.94,0.13,0.1,0.07,46.1,4.84,0.75,0.81,3.55,7.59,14.97,17.78,0.085,0.223,0.653,0.792
73C,KHG,1,3200,20669,2,5,24.1,6.0,1.75,0.073,0.047,0.036000000000000004,30.1,3.4,0.9,0.9,4.1,8.7,16.7,19.4,0.11900000000000001,0.314,0.878,1.056
E90,KHG,1,3200,20669,2,5,25.5,9.4,4.94,0.13,0.1,0.07,46.1,4.84,0.75,0.81,3.55,7.59,14.97,17.78,0.085,0.223,0.653,0.792
CR9,KRL,1,2800,24222,2,7,23.03,5.33,0.08,0.06,0.02,0.02,24.92,2.91,0.5,0.41,4.31,11.1,12.82,14.67,0.069,0.1681,0.4941,0.6042
CR9,KRL,1,2800,24222,2,7,23.03,5.33,0.08,0.06,0.02,0.02,24.92,2.91,0.5,0.41,4.31,11.1,12.82,14.67,0.069,0.1681,0.4941,0.6042
CR9,KRL,1,2800,24222,2,7,23.03,5.33,0.08,0.06,0.02,0.02,24.92,2.91,0.5,0.41,4.31,11.1,12.82,14.67,0.069,0.1681,0.4941,0.6042
CR9,KRL,1,2800,24222,2,7,23.03,5.33,0.08,0.06,0.02,0.02,24.92,2.91,0.5,0.41,4.31,11.1,12.82,14.67,0.069,0.1681,0.4941,0.6042
CR9,KRY,1,2600,21473,2,7,23.03,5.33,0.08,0.06,0.02,0.02,24.92,2.91,0.5,0.41,4.31,11.1,12.82,14.67,0.069,0.1681,0.4941,0.6042
CR9,KRY,1,2600,21473,2,7,23.03,5.33,0.08,0.06,0.02,0.02,24.92,2.91,0.5,0.41,4.31,11.1,12.82,14.67,0.069,0.1681,0.4941,0.6042
738,LHW,1,4000,108900,2,5,27.61,14.7,1.9,0.1,0.1,0.1,18.8,1.6,0.6,0.2,4.7,10.8,22.5,28.8,0.113,0.33799999999999997,0.9990000000000001,1.2209999999999999
738,LHW,1,4000,108900,2,5,27.61,14.7,1.9,0.1,0.1,0.1,18.8,1.6,0.6,0.2,4.7,10.8,22.5,28.8,0.113,0.33799999999999997,0.9990000000000001,1.2209999999999999
738,PEK,3,3800,594000,2,5,27.61,14.7,1.9,0.1,0.1,0.1,18.8,1.6,0.6,0.2,4.7,10.8,22.5,28.8,0.113,0.33799999999999997,0.9990000000000001,1.2209999999999999
738,PEK,3,3800,594000,2,5,27.61,14.7,1.9,0.1,0.1,0.1,18.8,1.6,0.6,0.2,4.7,10.8,22.5,28.8,0.113,0.33799999999999997,0.9990000000000001,1.2209999999999999
738,PEK,3,3800,594000,2,5,27.61,14.7,1.9,0.1,0.1,0.1,18.8,1.6,0.6,0.2,4.7,10.8,22.5,28.8,0.113,0.33799999999999997,0.9990000000000001,1.2209999999999999
320,SZX,2,3800,356000,2,5,26.6,15.8,1.4,0.4,0.23,0.23,17.6,2.5,0.9,0.9,4.0,8.0,19.6,24.6,0.1011,0.29100000000000004,0.862,1.051
738,TAO,1,3400,186000,2,5,27.61,14.7,1.9,0.1,0.1,0.1,18.8,1.6,0.6,0.2,4.7,10.8,22.5,28.8,0.113,0.33799999999999997,0.9990000000000001,1.2209999999999999
738,TAO,1,3400,186000,2,5,27.61,14.7,1.9,0.1,0.1,0.1,18.8,1.6,0.6,0.2,4.7,10.8,22.5,28.8,0.113,0.33799999999999997,0.9990000000000001,1.2209999999999999
738,TAO,1,3400,186000,2,5,27.61,14.7,1.9,0.1,0.1,0.1,18.8,1.6,0.6,0.2,4.7,10.8,22.5,28.8,0.113,0.33799999999999997,0.9990000000000001,1.2209999999999999
738,TAO,1,3400,186000,2,5,27.61,14.7,1.9,0.1,0.1,0.1,18.8,1.6,0.6,0.2,4.7,10.8,22.5,28.8,0.113,0.33799999999999997,0.9990000000000001,1.2209999999999999
CR9,TLQ,1,2800,6216,2,7,23.03,5.33,0.08,0.06,0.02,0.02,24.92,2.91,0.5,0.41,4.31,11.1,12.82,14.67,0.069,0.1681,0.4941,0.6042
738,URC,1,3600,178400,2,5,27.61,14.7,1.9,0.1,0.1,0.1,18.8,1.6,0.6,0.2,4.7,10.8,22.5,28.8,0.113,0.33799999999999997,0.9990000000000001,1.2209999999999999
738,URC,1,3600,178400,2,5,27.61,14.7,1.9,0.1,0.1,0.1,18.8,1.6,0.6,0.2,4.7,10.8,22.5,28.8,0.113,0.33799999999999997,0.9990000000000001,1.2209999999999999
