lon,lat,IATA,so2,nox,hc,co,pm25,co2,units,area
103.65933227539062,17.70539093017578,none,0.0,0.0,0.0,0.0,0.0,0.0,g,729.006659554353
103.893798828125,17.738204956054688,none,0.0,0.0,0.0,0.0,0.0,0.0,g,729.0020603708238
104.12844848632812,17.770416259765625,none,0.0,0.0,0.0,0.0,0.0,0.0,g,729.0038503980952
104.36328125,17.802047729492188,none,0.0,0.0,0.0,0.0,0.0,0.0,g,728.9948712139953
104.5982666015625,17.83306884765625,none,0.0,0.0,0.0,0.0,0.0,0.0,g,729.0066803205063
104.83343505859375,17.863502502441406,none,0.0,0.0,0.0,0.0,0.0,0.0,g,729.001741903101
105.06878662109375,17.893333435058594,none,0.0,0.0,0.0,0.0,0.0,0.0,g,728.9962070169989
105.3043212890625,17.922569274902344,none,0.0,0.0,0.0,0.0,0.0,0.0,g,729.002472798465
105.53997802734375,17.951194763183594,none,0.0,0.0,0.0,0.0,0.0,0.0,g,728.9946978781215
105.77584838867188,17.979225158691406,none,0.0,0.0,0.0,0.0,0.0,0.0,g,729.0097068358741
106.0118408203125,18.006668090820312,none,0.0,0.0,0.0,0.0,0.0,0.0,g,728.9867826069944
106.24798583984375,18.033493041992188,none,0.0,0.0,0.0,0.0,0.0,0.0,g,728.9970873104668
106.48428344726562,18.059715270996094,none,0.0,0.0,0.0,0.0,0.0,0.0,g,728.9961324050364
106.72073364257812,18.0853271484375,none,0.0,0.0,0.0,0.0,0.0,0.0,g,729.0181647213152
106.95733642578125,18.110336303710938,none,0.0,0.0,0.0,0.0,0.0,0.0,g,728.9997145164125
107.194091796875,18.134750366210938,none,0.0,0.0,0.0,0.0,0.0,0.0,g,728.9940225644119
107.43096923828125,18.158546447753906,none,0.0,0.0,0.0,0.0,0.0,0.0,g,729.0004388085539
107.66796875,18.181732177734375,none,0.0,0.0,0.0,0.0,0.0,0.0,g,729.0040844826565
107.90509033203125,18.204315185546875,none,0.0,0.0,0.0,0.0,0.0,0.0,g,729.0038100360849
108.14236450195312,18.226287841796875,none,0.0,0.0,0.0,0.0,0.0,0.0,g,728.9904576327233
108.3797607421875,18.247642517089844,none,0.0,0.0,0.0,0.0,0.0,0.0,g,729.0098490835684
108.61727905273438,18.268394470214844,none,0.0,0.0,0.0,0.0,0.0,0.0,g,728.9951264418924
108.85491943359375,18.288536071777344,none,0.0,0.0,0.0,0.0,0.0,0.0,g,728.9966286982603
109.0926513671875,18.308059692382812,none,0.0,0.0,0.0,0.0,0.0,0.0,g,729.0043656319021
109.33050537109375,18.32696533203125,SYX,230.743,2774.597,133.20258700000002,1093.8223269999999,33.25400000000001,545347.531,g,729.0091301104043
109.5684814453125,18.34526824951172,none,0.0,0.0,0.0,0.0,0.0,0.0,g,728.9911093961913
109.8065185546875,18.362953186035156,none,0.0,0.0,0.0,0.0,0.0,0.0,g,729.0032092604806
110.044677734375,18.380020141601562,none,0.0,0.0,0.0,0.0,0.0,0.0,g,728.99389741773
110.282958984375,18.396484375,none,0.0,0.0,0.0,0.0,0.0,0.0,g,728.9979859644599
110.52130126953125,18.412307739257812,none,0.0,0.0,0.0,0.0,0.0,0.0,g,728.9984919282045
110.759765625,18.42754364013672,none,0.0,0.0,0.0,0.0,0.0,0.0,g,729.0005008960164
110.998291015625,18.442138671875,none,0.0,0.0,0.0,0.0,0.0,0.0,g,729.0010404650867
111.23687744140625,18.45611572265625,none,0.0,0.0,0.0,0.0,0.0,0.0,g,729.0084983077567
111.4755859375,18.46949005126953,none,0.0,0.0,0.0,0.0,0.0,0.0,g,728.9934799663502
111.71435546875,18.48223876953125,none,0.0,0.0,0.0,0.0,0.0,0.0,g,729.003459830412
111.95318603515625,18.494369506835938,none,0.0,0.0,0.0,0.0,0.0,0.0,g,728.9881533124452
112.19207763671875,18.505874633789062,none,0.0,0.0,0.0,0.0,0.0,0.0,g,729.01697665009
112.43106079101562,18.516769409179688,none,0.0,0.0,0.0,0.0,0.0,0.0,g,729.0014519582703
112.67010498046875,18.527023315429688,none,0.0,0.0,0.0,0.0,0.0,0.0,g,728.9958235968754
112.9091796875,18.53668975830078,none,0.0,0.0,0.0,0.0,0.0,0.0,g,729.0083102510721
113.1483154296875,18.54571533203125,none,0.0,0.0,0.0,0.0,0.0,0.0,g,728.9875150496222
113.38751220703125,18.55413818359375,none,0.0,0.0,0.0,0.0,0.0,0.0,g,729.0030904048243
113.62677001953125,18.561912536621094,none,0.0,0.0,0.0,0.0,0.0,0.0,g,728.9942032385311
113.86605834960938,18.569076538085938,none,0.0,0.0,0.0,0.0,0.0,0.0,g,729.0065274164551
114.10537719726562,18.575599670410156,none,0.0,0.0,0.0,0.0,0.0,0.0,g,728.996888037007
114.3447265625,18.581527709960938,none,0.0,0.0,0.0,0.0,0.0,0.0,g,728.9980726943148
114.5841064453125,18.586830139160156,none,0.0,0.0,0.0,0.0,0.0,0.0,g,728.9974709667468
114.82354736328125,18.59149932861328,none,0.0,0.0,0.0,0.0,0.0,0.0,g,729.0097681439123
115.06298828125,18.595550537109375,none,0.0,0.0,0.0,0.0,0.0,0.0,g,729.0060305669242
115.30245971679688,18.598983764648438,none,0.0,0.0,0.0,0.0,0.0,0.0,g,728.9888149991048
115.54193115234375,18.601783752441406,none,0.0,0.0,0.0,0.0,0.0,0.0,g,728.9967042210252
115.78143310546875,18.603965759277344,none,0.0,0.0,0.0,0.0,0.0,0.0,g,728.9947139979654
116.02096557617188,18.60552215576172,none,0.0,0.0,0.0,0.0,0.0,0.0,g,729.0058402315178
116.26046752929688,18.60645294189453,none,0.0,0.0,0.0,0.0,0.0,0.0,g,728.997611464183
116.5,18.60675811767578,none,0.0,0.0,0.0,0.0,0.0,0.0,g,728.9995383889893
116.73953247070312,18.60645294189453,none,0.0,0.0,0.0,0.0,0.0,0.0,g,728.997611464183
116.97903442382812,18.60552215576172,none,0.0,0.0,0.0,0.0,0.0,0.0,g,729.0058402314801
117.21856689453125,18.603965759277344,none,0.0,0.0,0.0,0.0,0.0,0.0,g,728.9947139979622
117.45806884765625,18.601783752441406,none,0.0,0.0,0.0,0.0,0.0,0.0,g,728.996704221066
117.69754028320312,18.598983764648438,none,0.0,0.0,0.0,0.0,0.0,0.0,g,728.9888149991048
117.93701171875,18.595550537109375,none,0.0,0.0,0.0,0.0,0.0,0.0,g,729.0060305669241
118.17645263671875,18.59149932861328,none,0.0,0.0,0.0,0.0,0.0,0.0,g,729.0097681438746
118.4158935546875,18.586830139160156,none,0.0,0.0,0.0,0.0,0.0,0.0,g,728.9974709667468
118.6552734375,18.581527709960938,none,0.0,0.0,0.0,0.0,0.0,0.0,g,728.9980726943526
118.89462280273438,18.575599670410156,none,0.0,0.0,0.0,0.0,0.0,0.0,g,728.9968880370071
119.13394165039062,18.569076538085938,none,0.0,0.0,0.0,0.0,0.0,0.0,g,729.0065274164361
119.37322998046875,18.561912536621094,none,0.0,0.0,0.0,0.0,0.0,0.0,g,728.9942032385122
119.61248779296875,18.55413818359375,none,0.0,0.0,0.0,0.0,0.0,0.0,g,729.0030904048243
119.8516845703125,18.54571533203125,none,0.0,0.0,0.0,0.0,0.0,0.0,g,728.9875150496032
120.0908203125,18.53668975830078,none,0.0,0.0,0.0,0.0,0.0,0.0,g,729.008310251072
120.32989501953125,18.527023315429688,none,0.0,0.0,0.0,0.0,0.0,0.0,g,728.9958235968943
120.56893920898438,18.516769409179688,none,0.0,0.0,0.0,0.0,0.0,0.0,g,729.0014519582498
120.80792236328125,18.505874633789062,none,0.0,0.0,0.0,0.0,0.0,0.0,g,729.0169766500884
121.04681396484375,18.494369506835938,none,0.0,0.0,0.0,0.0,0.0,0.0,g,728.9881533124467
121.28564453125,18.48223876953125,none,0.0,0.0,0.0,0.0,0.0,0.0,g,729.0034598304167
121.5244140625,18.46949005126953,none,0.0,0.0,0.0,0.0,0.0,0.0,g,728.9934799663644
121.76312255859375,18.45611572265625,none,0.0,0.0,0.0,0.0,0.0,0.0,g,729.0084983077395
122.001708984375,18.442138671875,none,0.0,0.0,0.0,0.0,0.0,0.0,g,729.0010404650645
122.240234375,18.42754364013672,none,0.0,0.0,0.0,0.0,0.0,0.0,g,729.0005008960557
